requested_tokenization_delay_min,requested_mint_time,potential_buyer_arrival_delay_time,potential_buyer_buy_time,mint_delay_min,burn_token_time,price_update_time
1.0,2021-04-13 04:23:15,41.17888440469413,2021-04-16 04:23:15,29.10805478609656,2021-04-19 04:23:15,2021-04-19 04:23:15
2.68312508805077,2021-09-28 21:20:20,6.507429292864865,2021-10-05 21:20:20,22.273631429194836,2021-11-11 21:20:20,2021-11-01 21:20:20
10.808199520476698,2022-09-07 01:44:25,79.95437841467766,2022-09-19 01:44:25,32.258656030801234,2022-11-06 01:44:25,2022-09-23 01:44:25
2.6689378614105213,2022-04-12 10:19:54,22.53880125301496,2022-05-05 10:19:54,25.908862012798515,2022-05-17 10:19:54,2022-05-06 10:19:54
2.447985045057402,2022-04-04 12:15:31,5.314726595595977,2022-04-16 12:15:31,13.363071277067395,2022-04-24 12:15:31,2022-04-09 12:15:31
1.0,2022-10-26 11:24:50,57.50071987260958,2022-11-14 11:24:50,15.977429418331011,2022-12-13 11:24:50,2022-11-08 11:24:50
3.8223862516248417,2022-10-24 18:00:20,15.648253629615285,2022-11-19 18:00:20,26.78667197284526,2022-12-09 18:00:20,2022-11-19 18:00:20
27.44118807651067,2021-12-10 17:29:15,28.130141952590765,2021-12-17 17:29:15,16.309436790775692,2022-01-09 17:29:15,2021-12-21 17:29:15
1.326549207577064,2022-02-18 18:52:49,77.70319644822679,2022-02-26 18:52:49,29.184498597993347,2022-03-02 18:52:49,2022-02-20 18:52:49
7.092330036240123,2021-07-11 23:05:04,27.56772171476199,2021-07-14 23:05:04,19.70893250897735,2021-08-08 23:05:04,2021-08-05 23:05:04
1.0,2022-04-05 23:41:45,17.83482916612184,2022-04-10 23:41:45,9.007058444470148,2022-05-12 23:41:45,2022-04-10 23:41:45
2.2427411520890814,2021-01-22 19:58:52,31.89490898675292,2021-02-19 19:58:52,4.05455289857761,2021-04-09 19:58:52,2021-03-18 19:58:52
4.373531286237663,2022-07-15 07:07:38,47.146833372991715,2022-08-12 07:07:38,5.247411555102307,2022-10-06 07:07:38,2022-07-22 07:07:38
1.2352910074093175,2022-05-26 05:07:11,44.3175380770986,2022-06-22 05:07:11,6.86952727491332,2022-08-19 05:07:11,2022-06-24 05:07:11
2.22754765254831,2022-04-21 00:45:47,39.41142564296956,2022-05-17 00:45:47,8.98736223995474,2022-06-11 00:45:47,2022-05-18 00:45:47
10.885387419616668,2021-07-09 23:30:54,16.051826225432222,2021-08-05 23:30:54,30.370337383262342,2021-08-10 23:30:54,2021-08-04 23:30:54
1.0,2022-07-17 18:43:55,28.024880234242623,2022-08-15 18:43:55,12.851489758714072,2022-08-25 18:43:55,2022-08-18 18:43:55
10.818427358768691,2022-07-21 18:33:23,12.5448975265621,2022-08-03 18:33:23,34.825010513511884,2022-09-03 18:33:23,2022-08-15 18:33:23
1.6603441469779376,2022-05-20 03:09:54,28.614348297278223,2022-06-13 03:09:54,31.627431163736677,2022-06-17 03:09:54,2022-06-13 03:09:54
1.0,2022-04-30 01:04:50,45.22104581300332,2022-05-23 01:04:50,10.970602232088245,2022-07-19 01:04:50,2022-05-15 01:04:50
3.2871548437102,2022-10-09 22:13:58,61.23899098763318,2022-10-10 22:13:58,22.356750990024125,2022-10-17 22:13:58,2022-10-12 22:13:58
1.6026655188683667,2021-10-01 02:57:07,19.953243126628028,2021-10-19 02:57:07,5.007475417416387,2021-11-22 02:57:07,2021-10-24 02:57:07
17.21772204255044,2022-08-24 20:32:49,22.17878874036426,2022-09-21 20:32:49,40.435183109910824,2022-11-01 20:32:49,2022-10-19 20:32:49
1.4727538600108985,2021-12-12 18:55:48,23.28482873392306,2022-01-03 18:55:48,21.341562004374527,2022-01-24 18:55:48,2022-01-11 18:55:48
10.195337901199453,2021-12-06 06:31:23,34.48337044353606,2021-12-21 06:31:23,40.20184513662528,2022-01-09 06:31:23,2021-12-06 06:31:23
17.58500812856617,2022-03-31 13:29:15,1.8903683395260185,2022-04-13 13:29:15,14.65861691446552,2022-04-20 13:29:15,2022-04-19 13:29:15
2.2666505880195515,2022-05-24 04:45:59,19.996929501990703,2022-06-01 04:45:59,16.26194507834182,2022-07-05 04:45:59,2022-06-24 04:45:59
2.30229783283399,2021-02-04 22:14:37,15.406415040744793,2021-02-09 22:14:37,19.955865779227608,2021-04-07 22:14:37,2021-02-25 22:14:37
10.756883236445049,2021-03-22 18:38:41,7.826961932379027,2021-03-29 18:38:41,20.60292229823734,2021-05-26 18:38:41,2021-04-14 18:38:41
3.219384616232675,2022-01-23 05:24:17,14.882962724186719,2022-02-18 05:24:17,11.754373024501167,2022-04-18 05:24:17,2022-03-13 05:24:17
6.131957092477899,2022-01-25 21:55:53,34.617051678894185,2022-02-09 21:55:53,15.76461524469205,2022-03-14 21:55:53,2022-01-26 21:55:53
3.115378013912942,2022-04-22 12:42:38,24.784386826526404,2022-04-29 12:42:38,27.239312252036886,2022-06-10 12:42:38,2022-04-27 12:42:38
2.490646798397547,2022-02-06 20:06:49,18.79614144923927,2022-02-09 20:06:49,30.238147426732993,2022-04-03 20:06:49,2022-02-06 20:06:49
13.277606302224655,2022-07-10 18:14:57,36.987898074046,2022-07-27 18:14:57,29.898690856682983,2022-09-22 18:14:57,2022-08-15 18:14:57
2.9054799199516474,2021-07-21 09:03:26,9.829832643247945,2021-08-12 09:03:26,14.583617041830639,2021-09-02 09:03:26,2021-08-20 09:03:26
4.118534382925912,2021-09-28 11:13:17,29.11511363569105,2021-10-19 11:13:17,16.747873721368947,2021-12-13 11:13:17,2021-09-28 11:13:17
7.228693830028492,2022-12-28 00:16:56,25.229822396063817,2023-01-06 00:16:56,23.490570496823647,2023-02-25 00:16:56,2023-02-10 00:16:56
5.593354450609629,2022-12-03 15:26:31,9.58634684351956,2022-12-31 15:26:31,17.39645291444945,2023-02-07 15:26:31,2022-12-27 15:26:31
16.456554868193717,2022-12-26 06:27:27,1.5063636798222435,2022-12-27 06:27:27,37.84249950906102,2023-01-13 06:27:27,2023-01-04 06:27:27
6.736435483673296,2021-12-04 22:59:58,6.390121073684198,2021-12-19 22:59:58,18.526757905892982,2022-02-03 22:59:58,2022-01-22 22:59:58
7.2432835456317815,2021-02-22 03:23:05,18.111166444887886,2021-03-15 03:23:05,28.47554589059268,2021-04-01 03:23:05,2021-02-23 03:23:05
2.5352208126280154,2021-08-05 10:51:39,9.117512488954588,2021-08-08 10:51:39,28.467507348297566,2021-08-23 10:51:39,2021-08-13 10:51:39
2.6766729870859884,2022-01-15 10:34:04,34.57938099923576,2022-01-21 10:34:04,15.000383464550367,2022-01-29 10:34:04,2022-01-25 10:34:04
1.0,2021-01-15 17:00:28,27.45036048901213,2021-01-20 17:00:28,24.384690759176976,2021-03-10 17:00:28,2021-01-20 17:00:28
6.589930278929285,2021-03-06 13:36:24,22.651217967016105,2021-03-10 13:36:24,11.200830746383527,2021-05-02 13:36:24,2021-03-22 13:36:24
1.0,2022-06-05 17:23:12,35.669654423930446,2022-06-29 17:23:12,36.06486544685798,2022-08-19 17:23:12,2022-07-18 17:23:12
1.0,2022-10-10 13:23:10,11.056718696981429,2022-11-04 13:23:10,25.358850395344156,2022-12-11 13:23:10,2022-10-13 13:23:10
8.113621141778193,2021-05-19 10:58:24,26.94404468978336,2021-05-30 10:58:24,27.31482462844065,2021-06-18 10:58:24,2021-05-24 10:58:24
1.040822667478533,2022-01-27 03:53:06,42.87656996348379,2022-02-07 03:53:06,19.22540328182195,2022-03-08 03:53:06,2022-02-11 03:53:06
1.2391794647859935,2022-02-23 03:31:06,23.502193868051723,2022-03-09 03:31:06,34.6192596331403,2022-04-16 03:31:06,2022-04-05 03:31:06
9.475846287767514,2022-05-05 07:27:34,48.02960211482069,2022-05-30 07:27:34,10.890124124241776,2022-07-02 07:27:34,2022-05-24 07:27:34
2.43869774170136,2021-02-10 14:30:51,27.88542569399781,2021-02-27 14:30:51,33.36752150023356,2021-03-27 14:30:51,2021-03-17 14:30:51
2.956058341622883,2021-05-15 02:19:52,28.45977460844985,2021-06-09 02:19:52,29.153606412611957,2021-07-19 02:19:52,2021-06-30 02:19:52
3.877271872542516,2021-02-02 09:47:02,30.19531799810689,2021-02-22 09:47:02,12.372407952032862,2021-03-27 09:47:02,2021-03-02 09:47:02
1.2668976894066952,2022-07-28 22:06:15,82.31828646593654,2022-08-24 22:06:15,30.39480662150768,2022-08-31 22:06:15,2022-07-28 22:06:15
7.1542866764479385,2021-04-09 23:30:51,22.5086625802724,2021-05-08 23:30:51,25.282086293355555,2021-06-12 23:30:51,2021-04-28 23:30:51
5.851358270959043,2022-12-27 06:48:58,9.565079045467742,2023-01-16 06:48:58,24.604365383197884,2023-01-24 06:48:58,2023-01-24 06:48:58
6.7536184377739685,2022-07-01 19:36:32,15.962447434125163,2022-07-10 19:36:32,6.952998909341385,2022-07-17 19:36:32,2022-07-10 19:36:32
1.7358919969927014,2022-09-05 02:15:10,2.934917471191469,2022-09-06 02:15:10,19.512409551744632,2022-10-21 02:15:10,2022-10-01 02:15:10
1.0,2022-04-07 07:34:26,41.35812071252548,2022-04-21 07:34:26,32.33764810292864,2022-06-19 07:34:26,2022-05-23 07:34:26
10.886862159028937,2021-01-05 01:55:10,35.79324457299149,2021-01-10 01:55:10,12.062613149851723,2021-01-31 01:55:10,2021-01-07 01:55:10
2.164227407422674,2022-02-02 00:03:26,53.593068482700986,2022-02-26 00:03:26,48.46102160236812,2022-04-16 00:03:26,2022-03-05 00:03:26
1.0,2021-01-15 06:30:19,39.50891932328768,2021-02-05 06:30:19,18.35069023091529,2021-03-02 06:30:19,2021-01-31 06:30:19
3.6604354061770854,2022-04-06 13:53:35,43.80055332900126,2022-04-14 13:53:35,15.741512060032553,2022-04-17 13:53:35,2022-04-12 13:53:35
9.22334091568886,2021-08-29 15:04:28,32.830978293144675,2021-09-03 15:04:28,29.03300481688768,2021-10-05 15:04:28,2021-09-15 15:04:28
1.675682919925796,2021-04-06 05:02:21,14.18983889881988,2021-04-08 05:02:21,1.0,2021-05-26 05:02:21,2021-05-16 05:02:21
1.0,2022-04-30 19:58:30,19.434876288746214,2022-05-28 19:58:30,15.58018561894258,2022-07-22 19:58:30,2022-05-04 19:58:30
11.142399534508344,2022-10-17 09:23:47,50.65065776453688,2022-10-19 09:23:47,26.546810902404115,2022-10-30 09:23:47,2022-10-18 09:23:47
1.8610266480374156,2022-06-09 17:23:43,36.55658037639877,2022-07-03 17:23:43,6.439386250177591,2022-07-24 17:23:43,2022-07-24 17:23:43
4.812282569333565,2022-11-30 06:11:39,16.40087358059027,2022-12-13 06:11:39,26.08307456533779,2023-01-14 06:11:39,2022-12-02 06:11:39
1.0,2022-08-01 17:47:24,45.5537605919485,2022-08-20 17:47:24,19.37561855830319,2022-08-22 17:47:24,2022-08-15 17:47:24
4.091726792273206,2022-07-28 13:38:00,69.33824320149208,2022-08-25 13:38:00,2.4318855412601437,2022-09-17 13:38:00,2022-08-08 13:38:00
3.082856379104481,2022-10-08 19:12:43,20.095227066645947,2022-10-26 19:12:43,9.753125780266922,2022-12-10 19:12:43,2022-11-10 19:12:43
18.114947634894488,2021-12-06 13:35:25,29.764160839024907,2021-12-21 13:35:25,27.627157887519346,2021-12-31 13:35:25,2021-12-08 13:35:25
1.0045912967689807,2021-11-27 05:00:47,15.848102115619664,2021-12-11 05:00:47,21.836993588911877,2021-12-25 05:00:47,2021-12-21 05:00:47
4.925232848407556,2022-05-21 21:02:46,33.339199862772105,2022-05-22 21:02:46,35.389403337219285,2022-07-16 21:02:46,2022-05-28 21:02:46
8.70353214783432,2021-12-14 06:06:16,13.529332309119871,2022-01-03 06:06:16,31.3254914201241,2022-01-12 06:06:16,2021-12-24 06:06:16
1.0,2021-08-19 06:36:16,31.778647661960306,2021-08-30 06:36:16,24.19876359431658,2021-09-18 06:36:16,2021-09-15 06:36:16
4.480373613680454,2022-01-20 18:34:02,11.6520193836401,2022-02-08 18:34:02,23.196671439627167,2022-02-11 18:34:02,2022-01-21 18:34:02
5.789328119310351,2022-09-25 15:16:56,25.350779469058153,2022-10-24 15:16:56,13.961294102067267,2022-11-25 15:16:56,2022-10-13 15:16:56
8.27296106330765,2021-09-16 16:07:33,34.71077071742275,2021-10-15 16:07:33,4.538246204359835,2021-12-08 16:07:33,2021-10-22 16:07:33
3.535323255544172,2022-04-01 01:32:10,4.3318353906653595,2022-04-09 01:32:10,17.837279645931574,2022-05-02 01:32:10,2022-05-02 01:32:10
3.0165077602914243,2022-10-11 01:02:28,9.210929515826933,2022-10-12 01:02:28,21.53042795149211,2022-10-31 01:02:28,2022-10-27 01:02:28
5.93705561561367,2021-08-13 03:45:45,13.089890204250468,2021-08-24 03:45:45,8.662002869389163,2021-09-05 03:45:45,2021-08-16 03:45:45
11.798008541288905,2022-11-15 18:23:19,46.986590652483436,2022-12-06 18:23:19,35.31986156645799,2022-12-29 18:23:19,2022-11-29 18:23:19
2.4502480782649187,2022-01-09 16:58:07,74.01063166555795,2022-01-19 16:58:07,6.385810234117873,2022-02-02 16:58:07,2022-01-21 16:58:07
2.9088031872896165,2022-08-31 19:07:20,28.807733049368217,2022-09-06 19:07:20,8.015368767623505,2022-10-12 19:07:20,2022-09-25 19:07:20
1.8195005643950615,2022-11-23 15:06:24,13.351398661173931,2022-12-06 15:06:24,34.020791880335395,2023-01-23 15:06:24,2022-11-27 15:06:24
